tconst,primaryTitle,originalTitle,startYear,decade,runtimeMinutes,primaryGenre,genres,averageRating,numVotes,ratingCategory,popularityTier,hasDirector,directors,writers
tt0208032,Canone Inverso,Canone inverso - Making Love,2000.0,2000.0,107,Drama,Drama,7.0,1318,Good (7.0-7.9),Known (1K-10K),True,nm0865573,"nm0561001,nm0412873,nm0865573,nm0224765"
tt0208037,The Chaos Factor,The Chaos Factor,2000.0,2000.0,95,Action,"Action,Drama,Thriller",4.7,478,Poor (<5.0),Niche (<1K),True,nm0192463,"nm0192463,nm0006830"
tt0208050,Chump Change,Chump Change,2000.0,2000.0,89,Comedy,"Comedy,Romance",5.6,413,Below Average (5.0-5.9),Niche (<1K),True,nm0123299,nm0123299
tt0208092,Snatch,Snatch,2000.0,2000.0,102,Comedy,"Comedy,Crime",8.2,972292,Excellent (8.0+),Blockbuster (100K+ votes),True,nm0005363,nm0005363
tt0208181,Todo el poder,Todo el poder,2000.0,2000.0,105,Crime,Crime,6.6,1280,Average (6.0-6.9),Known (1K-10K),True,nm0765250,"nm0765250,nm0719857,nm0729202"
tt0208196,Happy Accidents,Happy Accidents,2000.0,2000.0,110,Comedy,"Comedy,Romance",7.1,10574,Good (7.0-7.9),Popular (10K-50K),True,nm0026442,nm0026442
tt0208198,Hassel: There Is No Mercy!,Hassel/Förgörarna,2000.0,2000.0,107,Action,"Action,Thriller",5.2,473,Below Average (5.0-5.9),Niche (<1K),True,nm0405128,"nm0840971,nm0742577"
tt0208204,Hidden Passion,Hidden Passion,2000.0,2000.0,93,Romance,"Romance,Thriller",4.2,144,Poor (<5.0),Niche (<1K),True,nm0534979,nm0534979
tt0208491,Ginostra,Ginostra,2002.0,2000.0,139,Crime,"Crime,Drama",4.6,831,Poor (<5.0),Niche (<1K),True,nm0694946,nm0694946
tt0208655,En face,En face,2000.0,2000.0,90,Thriller,Thriller,4.9,414,Poor (<5.0),Niche (<1K),True,nm0496622,nm0346823
tt0208675,Compassionate Sex,Sexo por compasión,2000.0,2000.0,109,Comedy,Comedy,7.0,1373,Good (7.0-7.9),Known (1K-10K),True,nm0563760,nm0563760
tt0208870,Cóndor Crux,"Cóndor Crux, la leyenda",2000.0,2000.0,88,Adventure,"Adventure,Animation,Sci-Fi",4.2,172,Poor (<5.0),Niche (<1K),True,"nm0123931,nm0322387,nm0390063","nm0123931,nm0322387,nm0390063,nm0704378"
tt0208874,The Contender,The Contender,2000.0,2000.0,126,Drama,"Drama,Thriller",6.9,26035,Average (6.0-6.9),Popular (10K-50K),True,nm0527109,nm0527109
tt0208883,Desire,Desire,2000.0,2000.0,97,Drama,"Drama,Romance,Thriller",6.1,118,Average (6.0-6.9),Niche (<1K),True,nm0614168,nm0614168
tt0208899,Diary of a City Priest,Diary of a City Priest,2001.0,2000.0,77,Drama,Drama,5.5,192,Below Average (5.0-5.9),Niche (<1K),True,nm0552269,"nm0552269,nm0573753"
tt0208911,The King Is Alive,The King Is Alive,2000.0,2000.0,110,Drama,Drama,6.3,2048,Average (6.0-6.9),Known (1K-10K),True,nm0506290,"nm0000636,nm0506290,nm0421314"
tt0208942,Falling Through,Falling Through,2000.0,2000.0,96,Crime,"Crime,Thriller",4.4,190,Poor (<5.0),Niche (<1K),True,nm0118778,"nm0181170,nm1000150,nm0898382"
tt0208988,Get Carter,Get Carter,2000.0,2000.0,102,Action,"Action,Crime,Drama",5.2,39025,Below Average (5.0-5.9),Popular (10K-50K),True,nm0443181,"nm0507794,nm0571346"
tt0208990,The Son's Room,La stanza del figlio,2001.0,2000.0,99,Drama,Drama,7.3,22531,Good (7.0-7.9),Popular (10K-50K),True,nm0604335,"nm0604335,nm0274769,nm0772144"
tt0208993,Downtown 81,Downtown 81,2000.0,2000.0,72,Comedy,"Comedy,Drama,Music",6.9,1766,Average (6.0-6.9),Known (1K-10K),True,nm0078166,nm0639572
tt0209020,Dying on the Edge,Dying on the Edge,2001.0,2000.0,85,Drama,Drama,4.3,100,Poor (<5.0),Niche (<1K),True,nm0338628,nm0946611
tt0209037,Everybody's Famous!,Iedereen beroemd!,2000.0,2000.0,97,Comedy,"Comedy,Drama,Music",6.9,3391,Average (6.0-6.9),Known (1K-10K),True,nm0220652,nm0220652
tt0209077,Ken Park,Ken Park,2002.0,2000.0,93,Drama,Drama,5.8,32006,Below Average (5.0-5.9),Popular (10K-50K),True,"nm0164187,nm0005767","nm0005101,nm0164187"
tt0209109,Fourplay,Londinium,2001.0,2000.0,87,Comedy,Comedy,4.9,734,Poor (<5.0),Niche (<1K),True,nm0082802,nm0082802
tt0209144,Memento,Memento,2000.0,2000.0,113,Drama,"Drama,Mystery,Thriller",8.4,1427055,Excellent (8.0+),Blockbuster (100K+ votes),True,nm0634240,"nm0634240,nm0634300"
tt0209163,The Mummy Returns,The Mummy Returns,2001.0,2000.0,130,Action,"Action,Adventure,Fantasy",6.4,365698,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0814085,nm0814085
tt0209180,Sky Hook,Nebeska udica,2000.0,2000.0,95,Drama,"Drama,Sport,War",8.2,5623,Excellent (8.0+),Known (1K-10K),True,nm0759685,"nm0464123,nm0590503"
tt0209279,Return to the Secret Garden,Return to the Secret Garden,2000.0,2000.0,90,Adventure,"Adventure,Family",5.4,211,Below Average (5.0-5.9),Niche (<1K),True,nm0269967,"nm0122364,nm0860737"
tt0209322,Skipped Parts,Skipped Parts,2000.0,2000.0,100,Comedy,"Comedy,Drama,Romance",6.2,3892,Average (6.0-6.9),Known (1K-10K),True,nm0205542,nm0762013
tt0209464,Villa des roses,Villa des roses,2002.0,2000.0,118,Drama,"Drama,Romance,War",6.1,492,Average (6.0-6.9),Niche (<1K),True,nm0887690,"nm0228184,nm0255715,nm0887690"
tt0209475,The Wedding Planner,The Wedding Planner,2001.0,2000.0,103,Comedy,"Comedy,Romance",5.4,92483,Below Average (5.0-5.9),Major (50K-100K),True,nm0788202,"nm0266184,nm0963400"
tt0209485,Winter Lily,Winter Lily,2000.0,2000.0,86,Crime,"Crime,Mystery,Thriller",5.3,151,Below Average (5.0-5.9),Niche (<1K),True,nm0084328,"nm0031801,nm0084328"
tt0209486,Wish You Were Dead,Wish You Were Dead,2001.0,2000.0,100,Comedy,"Comedy,Crime,Thriller",4.9,543,Poor (<5.0),Niche (<1K),True,nm0564559,nm0278669
tt0209958,The Cell,The Cell,2000.0,2000.0,107,Crime,"Crime,Horror,Sci-Fi",6.4,115525,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0802248,nm0698873
tt0210065,Gangster No. 1,Gangster No. 1,2000.0,2000.0,103,Crime,"Crime,Drama,Thriller",6.7,15819,Average (6.0-6.9),Popular (10K-50K),True,nm0006476,"nm0272491,nm0578011,nm0778476"
tt0210070,Ginger Snaps,Ginger Snaps,2000.0,2000.0,108,Drama,"Drama,Fantasy,Horror",6.8,57293,Average (6.0-6.9),Major (50K-100K),True,nm0269502,"nm0910550,nm0269502"
tt0210075,Girlfight,Girlfight,2000.0,2000.0,110,Drama,"Drama,Sport",6.7,11933,Average (6.0-6.9),Popular (10K-50K),True,nm0476201,nm0476201
tt0210094,Happy Campers,Happy Campers,2001.0,2000.0,94,Comedy,Comedy,5.4,2914,Below Average (5.0-5.9),Known (1K-10K),True,nm0914058,nm0914058
tt0210149,Lakeboat,Lakeboat,2000.0,2000.0,98,Drama,Drama,6.0,796,Average (6.0-6.9),Niche (<1K),True,nm0001505,nm0000519
tt0210217,Pandaemonium,Pandaemonium,2000.0,2000.0,124,Biography,"Biography,Drama",6.4,919,Average (6.0-6.9),Niche (<1K),True,nm0854697,nm0101639
tt0210223,Legend of the Phantom Rider,Legend of the Phantom Rider,2002.0,2000.0,100,Action,"Action,Drama,Fantasy",4.8,244,Poor (<5.0),Niche (<1K),True,nm0002534,"nm0002534,nm0574474"
tt0210299,Songcatcher,Songcatcher,2000.0,2000.0,109,Drama,"Drama,Music",7.3,3853,Good (7.0-7.9),Known (1K-10K),True,nm0339245,nm0339245
tt0210357,Taliesin Jones,The Testimony of Taliesin Jones,2000.0,2000.0,93,Drama,"Drama,Family",6.6,273,Average (6.0-6.9),Niche (<1K),True,nm0240582,"nm0988986,nm0863520"
tt0210358,Things You Can Tell Just by Looking at Her,Things You Can Tell Just by Looking at Her,2000.0,2000.0,109,Drama,"Drama,Romance",6.4,7682,Average (6.0-6.9),Known (1K-10K),True,nm0006554,nm0006554
tt0210362,Tomorrow by Midnight,Tomorrow by Midnight,2001.0,2000.0,89,Comedy,"Comedy,Drama,Thriller",5.8,302,Below Average (5.0-5.9),Niche (<1K),True,nm0437490,nm0437490
tt0210382,The Weight of Water,The Weight of Water,2000.0,2000.0,114,Crime,"Crime,Drama,Mystery",5.8,10489,Below Average (5.0-5.9),Popular (10K-50K),True,nm0000941,"nm0795370,nm0035146,nm0477370"
tt0210471,At Midnight and a Half,A la medianoche y media,2000.0,2000.0,90,Drama,Drama,6.2,129,Average (6.0-6.9),Niche (<1K),True,"nm0740048,nm0880134","nm0740048,nm0880134"
tt0210567,Beautiful,Beautiful,2000.0,2000.0,112,Comedy,"Comedy,Drama",5.7,4502,Below Average (5.0-5.9),Known (1K-10K),True,nm0000398,nm0007075
tt0210584,Bootmen,Bootmen,2000.0,2000.0,95,Comedy,"Comedy,Drama,Romance",6.2,2559,Average (6.0-6.9),Known (1K-10K),True,nm0675032,"nm0941489,nm0513182,nm0675032"
tt0210616,Center Stage,Center Stage,2000.0,2000.0,115,Drama,"Drama,Music,Romance",6.7,23899,Average (6.0-6.9),Popular (10K-50K),True,nm0405336,nm0374084
tt0210738,Witch in Our Family,En häxa i familjen,2000.0,2000.0,85,Family,Family,5.2,498,Below Average (5.0-5.9),Niche (<1K),True,nm0359081,"nm0091511,nm0823279"
tt0210756,In the Weeds,In the Weeds,2000.0,2000.0,91,Comedy,"Comedy,Romance",6.0,464,Average (6.0-6.9),Niche (<1K),True,nm0712013,nm0712013
tt0210777,The Journey,The Journey,2001.0,2000.0,93,Adventure,"Adventure,Documentary",6.8,219,Average (6.0-6.9),Niche (<1K),True,nm0764553,"nm0020502,nm0339476,nm0764553"
tt0210816,Looking for Jimmy,Looking for Jimmy,2002.0,2000.0,90,Drama,Drama,4.9,204,Poor (<5.0),Niche (<1K),True,nm0000365,"nm0000365,nm0905878"
tt0210930,Who Are You?,Quem És Tu?,2001.0,2000.0,112,Drama,"Drama,History",5.3,252,Below Average (5.0-5.9),Niche (<1K),True,nm0098439,"nm0308075,nm0098439"
tt0210943,Relative Values,Relative Values,2000.0,2000.0,87,Comedy,Comedy,6.4,2756,Average (6.0-6.9),Known (1K-10K),True,nm0836557,"nm0002021,nm0711780,nm0908036"
tt0210945,Remember the Titans,Remember the Titans,2000.0,2000.0,113,Biography,"Biography,Comedy,Drama",7.8,248354,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0945026,nm0397322
tt0210952,Ritual,Ritual,2000.0,2000.0,78,Drama,Drama,5.9,111,Below Average (5.0-5.9),Niche (<1K),True,nm0165574,nm0165574
tt0210953,Road Dogz,Road Dogz,2002.0,2000.0,91,Crime,"Crime,Drama",5.7,400,Below Average (5.0-5.9),Niche (<1K),True,nm0708545,nm0708545
tt0210971,The Forest,A Selva,2002.0,2000.0,105,Drama,"Drama,Romance",5.6,310,Below Average (5.0-5.9),Niche (<1K),True,nm0896662,"nm0207890,nm0021720,nm0637964"
tt0211103,Life After Love,La vie après l'amour,2000.0,2000.0,104,Comedy,Comedy,6.3,479,Average (6.0-6.9),Niche (<1K),True,nm0671105,nm0779433
tt0211181,102 Dalmatians,102 Dalmatians,2000.0,2000.0,100,Adventure,"Adventure,Comedy,Family",4.9,41726,Poor (<5.0),Popular (10K-50K),True,nm0510674,"nm0807977,nm0118649,nm0716391,nm0879318,nm0925276"
tt0211309,The Sky Is Falling,Il cielo cade,2000.0,2000.0,102,Drama,"Drama,Music,Romance",6.5,506,Average (6.0-6.9),Niche (<1K),True,"nm0292654,nm0292655","nm0563552,nm0147599"
tt0211311,Ciudad del sol,Ciudad del sol,2003.0,2000.0,110,Drama,Drama,5.2,117,Below Average (5.0-5.9),Niche (<1K),True,nm0302007,nm0406795
tt0211387,Water Drops on Burning Rocks,Gouttes d'eau sur pierres brûlantes,2000.0,2000.0,82,Comedy,"Comedy,Drama,Romance",6.7,7276,Average (6.0-6.9),Known (1K-10K),True,nm0654830,"nm0001202,nm0654830"
tt0211443,Jason X,Jason X,2001.0,2000.0,92,Action,"Action,Horror,Sci-Fi",4.5,66479,Poor (<5.0),Major (50K-100K),True,nm0410494,"nm0267805,nm0566699"
tt0211465,Knockaround Guys,Knockaround Guys,2001.0,2000.0,92,Crime,"Crime,Drama,Thriller",6.1,25723,Average (6.0-6.9),Popular (10K-50K),True,"nm0002718,nm0505522","nm0002718,nm0505522"
tt0211492,The Luzhin Defence,The Luzhin Defence,2000.0,2000.0,109,Drama,"Drama,Romance",6.8,5028,Average (6.0-6.9),Known (1K-10K),True,nm0331296,"nm0618603,nm0077654"
tt0211554,Love Me,Love Me,2000.0,2000.0,107,Drama,Drama,5.4,202,Below Average (5.0-5.9),Niche (<1K),True,nm0557501,nm0557501
tt0211661,Terror Tract,Terror Tract,2000.0,2000.0,96,Comedy,"Comedy,Horror,Romance",6.0,2081,Average (6.0-6.9),Known (1K-10K),True,"nm0004165,nm0404438",nm0404438
tt0211718,Vengo,Vengo,2000.0,2000.0,90,Biography,"Biography,Drama,Musical",7.3,3111,Good (7.0-7.9),Known (1K-10K),True,nm0309697,"nm0309697,nm0874093"
tt0211900,Actors,Les acteurs,2000.0,2000.0,103,Comedy,Comedy,5.9,1420,Below Average (5.0-5.9),Known (1K-10K),True,nm0088397,nm0088397
tt0211915,Amélie,Le fabuleux destin d'Amélie Poulain,2001.0,2000.0,122,Comedy,"Comedy,Romance",8.3,836489,Excellent (8.0+),Blockbuster (100K+ votes),True,nm0000466,"nm0491011,nm0000466"
tt0211919,Angst,Angst,2000.0,2000.0,86,Comedy,"Comedy,Romance",6.1,184,Average (6.0-6.9),Niche (<1K),True,nm0626706,nm0640242
tt0211933,Awake,Awake,2007.0,2000.0,84,Crime,"Crime,Drama,Mystery",6.5,86744,Average (6.0-6.9),Major (50K-100K),True,nm1703612,nm1703612
tt0211938,Bait,Bait,2000.0,2000.0,119,Action,"Action,Comedy,Crime",5.7,13696,Below Average (5.0-5.9),Popular (10K-50K),True,nm0298807,"nm0770650,nm0770649,nm0006904"
tt0211941,Beat,Beat,2000.0,2000.0,93,Drama,Drama,5.5,1693,Below Average (5.0-5.9),Known (1K-10K),True,nm0908352,nm0908352
tt0211946,Berlin Calling,Berlin Calling,2008.0,2000.0,109,Comedy,"Comedy,Drama,Music",7.2,15877,Good (7.0-7.9),Popular (10K-50K),True,nm0836708,nm0836708
tt0212048,Cause of Death,Cause of Death,2001.0,2000.0,95,Crime,"Crime,Mystery,Romance",4.4,375,Poor (<5.0),Niche (<1K),True,nm0340244,nm0002659
tt0212059,Clean and Narrow,Clean and Narrow,2000.0,2000.0,82,Crime,"Crime,Drama",5.0,183,Below Average (5.0-5.9),Niche (<1K),True,nm0001411,"nm0160435,nm0001411"
tt0212132,The Tracker,The Tracker,2002.0,2000.0,90,Drama,"Drama,Western",7.3,3498,Good (7.0-7.9),Known (1K-10K),True,nm0208854,nm0208854
tt0212142,American Storytellers,American Storytellers,2003.0,2000.0,90,Documentary,Documentary,7.6,116,Good (7.0-7.9),Niche (<1K),True,nm0002976,
tt0212215,A Place Nearby,Her i nærheden,2000.0,2000.0,100,Drama,Drama,6.2,307,Average (6.0-6.9),Niche (<1K),True,nm0744630,"nm0159851,nm0744630"
tt0212271,Lip Service,Lip Service,2001.0,2000.0,95,Comedy,"Comedy,Drama",4.2,247,Poor (<5.0),Niche (<1K),True,nm0770974,nm0770974
tt0212292,Kwik Stop,Kwik Stop,2001.0,2000.0,110,Comedy,Comedy,6.3,367,Average (6.0-6.9),Niche (<1K),True,nm0318580,nm0318580
tt0212294,Lady in the Box,Lady in the Box,2001.0,2000.0,105,Mystery,Mystery,5.9,148,Below Average (5.0-5.9),Niche (<1K),True,nm0652926,nm0652926
tt0212298,Last Ball,Last Ball,2001.0,2000.0,96,Comedy,"Comedy,Drama",6.9,117,Average (6.0-6.9),Niche (<1K),True,nm0130242,nm0130242
tt0212338,Meet the Parents,Meet the Parents,2000.0,2000.0,108,Comedy,"Comedy,Romance",7.0,376634,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0005366,"nm0322839,nm0164898,nm0381272,nm0357453"
tt0212346,Miss Congeniality,Miss Congeniality,2000.0,2000.0,109,Action,"Action,Comedy,Crime",6.4,246908,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0677953,"nm0492909,nm0974301,nm0524095"
tt0212380,Blow Dry,Blow Dry,2001.0,2000.0,90,Comedy,"Comedy,Drama,Romance",6.2,9605,Average (6.0-6.9),Known (1K-10K),True,nm0106456,nm0064479
tt0212474,Rosszfiúk,Rosszfiúk,2000.0,2000.0,100,Drama,Drama,4.9,264,Poor (<5.0),Niche (<1K),True,nm0765761,"nm0194476,nm0654860,nm0765761"
tt0212495,La segunda noche,La segunda noche,2000.0,2000.0,105,Drama,Drama,5.1,294,Below Average (5.0-5.9),Niche (<1K),True,nm0303832,nm1386702
tt0212604,Tully,Tully,2000.0,2000.0,102,Drama,Drama,7.3,2045,Good (7.0-7.9),Known (1K-10K),True,nm0083656,"nm0083656,nm0236966,nm0573826"
tt0212667,An Intimate Friendship,An Intimate Friendship,2000.0,2000.0,81,Drama,"Drama,Romance",3.5,190,Poor (<5.0),Niche (<1K),True,nm0401010,nm0401010
tt0212712,2046,2046,2004.0,2000.0,129,Drama,"Drama,Romance,Sci-Fi",7.4,65402,Good (7.0-7.9),Major (50K-100K),True,nm0939182,nm0939182
tt0212719,75 Degrees in July,75 Degrees in July,2000.0,2000.0,100,Drama,Drama,5.8,136,Below Average (5.0-5.9),Niche (<1K),True,nm0003875,nm0003875
tt0212720,A.I. Artificial Intelligence,A.I. Artificial Intelligence,2001.0,2000.0,146,Adventure,"Adventure,Drama,Sci-Fi",7.2,337905,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0000229,"nm0000735,nm0914668,nm0000229"
tt0212742,After Alice,After Alice,2000.0,2000.0,100,Crime,"Crime,Drama,Mystery",5.3,1853,Below Average (5.0-5.9),Known (1K-10K),True,nm0546159,nm0588572
tt0212797,The Bankers of God: The Calvi Affair,I banchieri di Dio,2002.0,2000.0,125,Biography,"Biography,Crime,Drama",6.2,534,Average (6.0-6.9),Niche (<1K),True,nm0273980,"nm0049833,nm0273980"
tt0212815,Big Eden,Big Eden,2000.0,2000.0,118,Comedy,"Comedy,Drama,Romance",7.3,5376,Good (7.0-7.9),Known (1K-10K),True,nm0080120,nm0080120
tt0212826,Bread and Roses,Bread and Roses,2000.0,2000.0,110,Drama,Drama,7.0,6387,Good (7.0-7.9),Known (1K-10K),True,nm0516360,nm0491956
tt0212827,Bride of the Wind,Bride of the Wind,2001.0,2000.0,99,Biography,"Biography,Drama,Music",5.7,755,Below Average (5.0-5.9),Niche (<1K),True,nm0000915,nm0506529
tt0212830,Bruiser,Bruiser,2000.0,2000.0,99,Horror,"Horror,Mystery",5.3,6930,Below Average (5.0-5.9),Known (1K-10K),True,nm0001681,nm0001681
tt0212867,Soulkeeper,Soulkeeper,2001.0,2000.0,105,Action,"Action,Adventure,Comedy",4.9,1334,Poor (<5.0),Known (1K-10K),True,nm0006518,nm0006518
tt0212873,Cicadas,Cicadas,2000.0,2000.0,90,Drama,Drama,7.8,110,Good (7.0-7.9),Niche (<1K),True,nm0133773,nm0133773
tt0212879,Citizen Toxie: The Toxic Avenger IV,Citizen Toxie: The Toxic Avenger IV,2000.0,2000.0,109,Action,"Action,Comedy,Fantasy",5.8,6963,Below Average (5.0-5.9),Known (1K-10K),True,nm0442207,"nm0351772,nm0144236,nm0295216,nm0442207,nm4768959,nm1374326,nm1660508,nm0728766,nm0995968,nm8488983"
tt0212881,Last Stand,Last Stand,2000.0,2000.0,94,Action,"Action,Sci-Fi",3.9,125,Poor (<5.0),Niche (<1K),True,nm0799302,nm0404955
tt0212897,Chronically Unfeasible,Cronicamente Inviável,2000.0,2000.0,101,Crime,"Crime,Drama",6.9,702,Average (6.0-6.9),Niche (<1K),True,nm0080661,"nm0080661,nm1909323,nm0825756"
tt0212910,Delivering Milo,Delivering Milo,2001.0,2000.0,94,Comedy,"Comedy,Drama,Fantasy",5.8,1427,Below Average (5.0-5.9),Known (1K-10K),True,nm0145309,"nm1011326,nm0506217,nm0905763"
tt0212974,Groove,Groove,2000.0,2000.0,86,Drama,"Drama,Music",6.6,4747,Average (6.0-6.9),Known (1K-10K),True,nm0365615,nm0365615
tt0212985,Hannibal,Hannibal,2001.0,2000.0,131,Crime,"Crime,Drama,Thriller",6.8,312435,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0000631,"nm0365383,nm0000519,nm0001873"
tt0213053,Lava,Lava,2001.0,2000.0,96,Comedy,"Comedy,Crime,Thriller",5.4,258,Below Average (5.0-5.9),Niche (<1K),True,nm0875896,nm0875896
tt0213149,Pearl Harbor,Pearl Harbor,2001.0,2000.0,183,Action,"Action,Drama,Romance",6.3,368136,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0000881,nm0908824
tt0213203,Rugrats in Paris,Rugrats in Paris: The Movie - Rugrats II,2000.0,2000.0,78,Adventure,"Adventure,Animation,Comedy",6.2,14463,Average (6.0-6.9),Popular (10K-50K),True,"nm0075010,nm0218450","nm0826425,nm0918955,nm0330856,nm0379747,nm0100326,nm0458312,nm0190780,nm0314480"
tt0213205,Rustin,Rustin,2001.0,2000.0,101,Comedy,"Comedy,Drama",6.1,146,Average (6.0-6.9),Niche (<1K),True,nm0002593,nm0524190
tt0213231,Seducing Maarya,Seducing Maarya,2000.0,2000.0,107,Drama,"Drama,Romance",4.9,192,Poor (<5.0),Niche (<1K),True,nm0388366,nm0388366
tt0213260,Split Infinity,Split Infinity,2000.0,2000.0,90,Drama,"Drama,Family,Fantasy",6.4,366,Average (6.0-6.9),Niche (<1K),True,nm0272613,"nm0048194,nm0048925,nm0667471"
tt0213446,The Amati Girls,The Amati Girls,2000.0,2000.0,91,Drama,Drama,5.0,508,Below Average (5.0-5.9),Niche (<1K),True,nm0211408,nm0211408
tt0213561,Christie Malry's Own Double-Entry,Christie Malry's Own Double-Entry,2000.0,2000.0,89,Drama,"Drama,Thriller",6.3,481,Average (6.0-6.9),Niche (<1K),True,nm0862692,"nm0072718,nm0424550"
tt0213595,"Everything's Fine, We're Leaving","Tout va bien, on s'en va",2000.0,2000.0,96,Drama,Drama,6.5,449,Average (6.0-6.9),Niche (<1K),True,nm0610011,nm0610011
tt0213642,Fall: The Price of Silence,Fall,2001.0,2000.0,97,Action,"Action,Drama",3.4,539,Poor (<5.0),Niche (<1K),True,nm0000838,nm0041865
tt0213677,Ghaath,Ghaath,2000.0,2000.0,158,Crime,"Crime,Drama,Thriller",4.9,176,Poor (<5.0),Niche (<1K),True,nm1002422,nm0665548
tt0213690,Ground Zero,Ground Zero,2000.0,2000.0,92,Action,"Action,Drama",3.7,390,Poor (<5.0),Niche (<1K),True,nm0295345,nm0295345
tt0213733,Jadviga's Pillow,Jadviga párnája,2000.0,2000.0,130,Drama,Drama,5.9,183,Below Average (5.0-5.9),Niche (<1K),True,nm0223453,"nm0223453,nm0959181"
tt0213790,The Ladies Man,The Ladies Man,2000.0,2000.0,84,Comedy,Comedy,5.2,14436,Below Average (5.0-5.9),Popular (10K-50K),True,nm0399737,"nm0005218,nm0574005,nm0824482"
tt0213802,Legion of the Dead,Legion of the Dead,2001.0,2000.0,89,Comedy,"Comedy,Horror",3.3,1981,Poor (<5.0),Known (1K-10K),True,nm0411809,nm0411809
tt0213847,Malena,Malèna,2000.0,2000.0,108,Drama,"Drama,Romance,War",7.4,124032,Good (7.0-7.9),Blockbuster (100K+ votes),True,nm0868153,"nm0868153,nm0898812"
tt0213890,Mohabbatein,Mohabbatein,2000.0,2000.0,216,Drama,"Drama,Musical,Romance",7.1,37086,Good (7.0-7.9),Popular (10K-50K),True,nm0159147,nm0159147
tt0213985,Partition,Partition,2007.0,2000.0,116,Drama,"Drama,Romance",6.9,2717,Average (6.0-6.9),Known (1K-10K),True,nm0765225,"nm0278158,nm0765225"
tt0214048,Ravanello pallido,Ravanello pallido,2001.0,2000.0,90,Comedy,Comedy,5.1,246,Below Average (5.0-5.9),Niche (<1K),True,nm0182409,"nm0094565,nm0514494"
tt0214106,Sensual Friends,Sensual Friends,2001.0,2000.0,93,Drama,Drama,4.1,183,Poor (<5.0),Niche (<1K),True,nm0534979,nm0044058
tt0214265,Vajont - La diga del disonore,Vajont - La diga del disonore,2001.0,2000.0,116,Drama,Drama,6.4,1132,Average (6.0-6.9),Known (1K-10K),True,nm0553379,"nm0553379,nm0129571"
tt0214277,Very Mean Men,Very Mean Men,2000.0,2000.0,93,Comedy,"Comedy,Crime",5.9,311,Below Average (5.0-5.9),Niche (<1K),True,nm0899854,nm0615209
tt0214289,Would I Lie to You? 2,La vérité si je mens! 2,2001.0,2000.0,105,Comedy,Comedy,6.3,3946,Average (6.0-6.9),Known (1K-10K),True,nm0319624,"nm0084580,nm0613351"
tt0214388,100 Girls,100 Girls,2000.0,2000.0,94,Comedy,"Comedy,Romance",5.8,24482,Below Average (5.0-5.9),Popular (10K-50K),True,nm0205157,nm0205157
tt0214529,Belphegor: Phantom of the Louvre,Belphégor - Le fantôme du Louvre,2001.0,2000.0,97,Fantasy,"Fantasy,Horror,Mystery",4.5,5419,Poor (<5.0),Known (1K-10K),True,nm0758933,"nm0077220,nm0758933,nm0860019,nm0867374"
tt0214619,Dead Dog,Dead Dog,2001.0,2000.0,90,Comedy,"Comedy,Drama,Thriller",5.6,152,Below Average (5.0-5.9),Niche (<1K),True,nm0328805,nm0606568
tt0214638,Doomsdayer,Doomsdayer,2000.0,2000.0,93,Action,Action,3.5,361,Poor (<5.0),Niche (<1K),True,nm0765392,"nm0176217,nm0783365"
tt0214646,Dropping Out,Dropping Out,2000.0,2000.0,109,Comedy,Comedy,5.9,168,Below Average (5.0-5.9),Niche (<1K),True,nm0651706,nm0651692
tt0214728,2000 AD,Gong yuan 2000 AD,2000.0,2000.0,109,Action,"Action,Thriller",5.9,726,Below Average (5.0-5.9),Niche (<1K),True,nm0150906,"nm0150906,nm0955974"
tt0214757,Held for Ransom,Held for Ransom,2000.0,2000.0,88,Thriller,Thriller,4.5,537,Poor (<5.0),Niche (<1K),True,nm0822540,"nm0822540,nm0242028,nm0675235"
tt0214871,The Last Patrol,The Last Patrol,2000.0,2000.0,95,Action,"Action,Drama,Sci-Fi",3.7,1764,Poor (<5.0),Known (1K-10K),True,nm0504802,"nm0102839,nm0519133"
tt0214878,The Libertine,Le libertin,2000.0,2000.0,100,Comedy,"Comedy,History",6.2,1918,Average (6.0-6.9),Known (1K-10K),True,nm0013041,"nm0013041,nm0773418"
tt0214959,Le monde de Marty,Le monde de Marty,2000.0,2000.0,89,Drama,Drama,6.6,170,Average (6.0-6.9),Niche (<1K),True,nm0054266,"nm0054266,nm0415519"
tt0215129,Road Trip,Road Trip,2000.0,2000.0,93,Comedy,Comedy,6.5,187973,Average (6.0-6.9),Blockbuster (100K+ votes),True,nm0680846,"nm0680846,nm0035905"
tt0215135,Route 666,Route 666,2001.0,2000.0,86,Action,"Action,Horror,Thriller",4.4,4061,Poor (<5.0),Known (1K-10K),True,nm0007142,"nm0007110,nm0916767,nm0007142"
tt0215139,Russian Doll,Russian Doll,2001.0,2000.0,90,Comedy,"Comedy,Drama,Romance",6.1,505,Average (6.0-6.9),Niche (<1K),True,nm0443613,"nm0443613,nm0957285"
